desagradar desaguar
minoría inoria
minoritario inoritário
ministro inistro
ministerio inistério
minería ineração
minifalda inissaia
miniatura imatura
mineral ineral
minero ineiro
minar inar
militar ilitar
millón ilhão
mimo carinho
mimoso imoso
mimosa imosa
mimbre ime
mimar imar
milla ilha
millonario ilionário
millonésimo ilionésimo
millar ilhar
militarizar ilitarizar
militarismo ilitarismo
milenario ilenário
mililitro ililitro
militante ilitante
militancia ilitância
milicia ilícia
milenio ilênio
mil il
milagroso ilagroso
milagro ilagre
migratorio igratório
migrar igrar
metabolismo etabolismo
mezquindad esquinharia
micrófono icrofone
miembro embro
mierda erda
mientras nquanto
miel el
miedo edo
micosis icose
microorganismo icroorganismo
microscópico icroscópico
microscopio icroscópio
microbús icroônibus
microonda icroonda
microbio icróbio
meñique indinho
mico ico
micción icção
mezquino esquinho
mezquita esquita
metáfora etáfora
mezcla escla
mezclar esclar
metódico etódico
mexicano exicano
metálico etálico
meticuloso eticuloso
metraje etragem
metralleta etralhadora
metro etro
metodología etodologia
meteorito eteorito
meteorología eteorologia
meter eter
meteoro eteoro
metalurgia etalurgia.
metal etal
merecedor erecedor
mestizaje estiçagem
mesón hospedaria
meta eta
mesura esura
mesurar esurar
mestizo estiço
mermelada armelada
mesada esada
meseta eseta
mes ês
mesa esa
mero ero
meridional eridional
merino erino
merengue erengue
meridiano eridiano
merecer erecer
mercante ercante
mercería armazém
mercurio ercúrio
merced ercê
mercenario ercenário
mercantil ercantil
mentón queixo
mercado ercado
mercancía ercadoria
meollo iolo
mercader ercador
menudencia inúcia
mentol entol
mentor entor
mentira entira
mentiroso entiroso
mentir entir
mear ijar
mejoramiento elhoramento
mención enção
mensual ensal
mental ental
mente ente
mensurar ensurar
menta enta
mensualidad ensalidade
menguar inguar
mensajero ensageiro
menstruación enstruação
menos enos
mensaje ensagem
menor enor
meneo eneio
menguante inguante
menester ister
mendigo menear
mendigar endigar
melódico elódico
membrillo armelo
memoria emória
mencionar encionar
memorable emorável
membrana embrana
melón elão
melena elena
melocotón pêssego
melodía elodia
melodioso elodioso
mellizo gêmeo
melenudo cabeludo
melancolía elancolia
melaza elaço
melancólico elancólico
mejoría elhoria
mejorar elhorar
medieval edieval
megalomanía egalomania
mejillón exilhão
mejora elhora
mejor elhor
mejilla bochecha
mejicano exicano
meditar editar
medroso edroso
medusa edusa
medular edular
medrar edrar
mediterráneo editerrâneo
mediocridad ediocridade
meditación editação
meditabundo editabundo
mediocre edíocre
medio édio
medicamento edicamento
medicinal edicinal
medida edida
medición edição
medicina edicina
medicar edicar
medallón edalhão
mediador ediador
mediar ediar
mediano ediano
mediación ediação
media édia
mecánica ecânica
medalla edalha
mecánico ecânico
mecanizar ecanizar
mecha echa
mecanismo ecanismo
mastín astim
matricular atricular
maíz ilho
mbalar acuoso
meandro eandro
maña anha
mañana anhã
maxilar axilar
mayoridad aioridade
mazapán arzipã
mazmorra asmorra
mayúsculo aiúsculo
mayor aior
mayordomo ordomo
mayo aio
matrícula atrícula
maullido iado
mausoleo ausoléu
matutino atutino
matrimonio atrimônio
matrona atrona
matrimonial atrimonial
matiz atiz
matriarca atriarca
matricida atricida
matricidio atricídio
matriarcado atriarcado
matorral atorral
matraca atraca
matizar atizar
materia atéria
materializar aterializar
maternidad aternidade
matinal atinal
maternal aternal
materialismo aterialismo
materialista aterialista
material aterial
matanza atança
matarife agarefe
matemático atemático
matar atar
matadero atadouro
matador atador
masón açom
martirizar artirizar
masonería açonaria
masticar astigar
masturbación asturbação
masturbar asturbar
mastodonte astodonte
masoquista asoquista
masoquismo asoquismo
masaje assagem
masculinidad asculinidade
masificación assificação
masificar assificar
masculino asculino
masar amassar
mascota ascote
masajista assagista
mas as
masacrar assacrar
masacre assacre
masa assa
marxista arxista
marzo arço
marxismo arxismo
marroquí arroquino
marte arte
martillazo artelada
martillo artelo
martillar artelar
marsupio arsúpio
marta arta
marrón arrom
manguera angueira
maniático aníaco
manía ania
maníaco aníaco
maná aná
maniatar aniatar
manicuro manifestación
manejo anejo
mango anga
mangosta angusto
manera aneira
mandíbula andíbula
manejar anejar
mandolina bandolim
lomo lombo
lámina lâmina
maldad aldade
maléfico aléfico
mandamiento andamento
mandarín andarim
mandato andato
mandatario andatário
mandar andar
mandarina tangerina
mamá amãe
mancebo ancebo
manchego manco
mancomunar ancomunar
manchar anchar
manada anada
manantial anancial
mamífero amífero
mama ama
mampostería alvenaria
mamut amute
mamar amar
malévolo alévolo
maleta ala
malograr alograr
malva alva
malversación alversação
malversar alversar
malvado alvado
maltratar altratar
maltés altês
malogro alogro
malicia alícia
maligno aligno
malla alha
malicioso alicioso
malgastar sbanjar
malhechor alfeitor
maletín pasta
maleabilidad aleabilidade
maleficio alefício
maleable aleável
maldición aldição
maldito aldito
maldecir aldizer
magnitud agnitude
mahometano aometano
malaria alária
malayo alaio
malcriado alcriado
malaventura desventura
mal au
malabarista alabarista
malagueño alaguenho
malabarismo alabarismo
majestad ajestade
majo istoso
maicena aisena
magrecer ademán
magro agro
magrecimento adelgazar
magnético agnético
magnífico agnífico
mago ago
magno agno
magnolia agnólia
líquido líquido
lúpulo lúpulo
magnetizar agnetizar
magnetismo agnetismo
lógico lógico
lúdico lúdico
lúgubre lúgubre
lúcido lúcido
lívido lívido
lógica lógica
lírico lírico
léxico lexicología
lícito licor
líder liderar
lêndea liga
lápiz lápis
lástima lástima
látigo látego
láser laser
lánguido lânguido
lápida lápide
lámpara lâmpada
lucro gancho
luminoso luminoso
luterano luterano
luva guardar
lácteo lacustre
lágrima laguna
luz macabro
lábio labor
luxação luz
luto luto
lutuoso luxación
lupanar lupanar
lustro lustro
lustroso lustroso
lustre lustro
lustrear lustrar
lupino lupino
lunático lunático
lupa lupa
lunar lunar
luneta anterior
luna lua
lujoso luxuoso
luminaria luminária
luminosidad luminosidade
lujurioso luxurioso
lumbar lombar
lujuria luxúria
lugar lugar
lujo luxo
lucubración lucubração
luego logo
luctuoso lutuoso
lotería loteria
luchador lutador
lucidez lucidez
luciérnaga agalume
lucrativo lucrativo
luchar lutar
lubricante lubrificante
lucero luzeiro
lucha luta
lubricar lubrificar
lozano loução
lubricación lubrificação
loza louça
loresta forma
losa laje
loro louro
longitud longitude
longitudinal longitudinal
lontananza lonjura
longevidad longevidade
longevo longevo
lona lona
lima limar
livraria librero
loco louco
lodo lodo
lograr lograr
loiro rublo
lombo solsticio
logística logística
logotipo logotipo
locuaz loquaz
locura loucura
lodazal lodaçal
locución locução
locomotor locomotor
locomotriz locomotriz
locomoción locomoção
llave chave
locación locação
localidad localidade
localizar localizar
localização ubicuidad
local local
llenar ncher
loar louvar
lobo lobo
lleno lleva
llegada chegada
llegar chegar
llavero chaveiro
llaneza llaneza
llanto pranto
llanura anície
llano ano
lixar lila
llamativo chamativo
llamear chamejar
llaga llagar
livro licencia
lixa lijar
livreiro libro
linha lineal
literario literário
litografía litografia
litro litro
liviano leviano
lividez lividez
liturgia liturgia
litoral litoral
litigar litigar
litigio litígio
literato literato
liquidificador lid
lisonjear lisonjear
listo rápido
literal literal
lista lista
liso liso
lisonja lisonja
lira lira
liquen líquen
liquidar liquidar
liquidez liquidez
liquidación liquidação
lino linho
linterna lanterna
linhagem lince
limão limonada
lindeza lindo
linfático lingote
lingote lingüista
lingüista lingüistica
linear linfa
linfa linfático
lindo línea
linchamento linchar
lindar lindeza
linchar lindar
lince linchamiento
limítrofe limo
limo limón
limonada limonero
limpar límpido
limpo limpio
limoeiro limosna
limitação limitar
limite limítrofe
limbo limitación
limitar límite
limar limbo
libertação liberal
liderar liderazgo
ligar libación
ligeiro lija
lilás lima
ligeireza ligero
ligadura ligamento
ligamento ligar
liga ligadura
libélula liberación
licor licuadora
liderança liebre
lide líder
licitar lícito
licença licitar
libido libra
libra librar
libertino libido
libertinagem libertino
leña lenha
liberalidade liberalismo
liberdade libertador
libertador libertar
libertar libertinaje
liberalizar liberar
liberar libertad
liberalismo liberalizar
libação libar
liberal liberalidad
león leão
libar libélula
leño lenho
levantamento levantar
levedura levantamiento
levitar léxico
levitação levitar
lexicologia ley
leveza levitación
levante leve
leve levedad
levar llorar
levantar levante
leucemia leucocito
leucócito levadura
levada llevar
letamia letra
letra letrina
letal letamía
horario horário
incredulidade incrédulo
internar interno
juntar adjunto
lasitud lassidão
legalidad legalidade
leguminoso leguminoso
lenguaje linguagem
lepra lepra
lesbianismo lesbianismo
lesión lesão
lesionar lesar
lerdo lerdo
lesbiana lésbica
leproso leproso
lentejuela lantejoula
lento lento
leopardo leopardo
lençol sabana
lentitud lentidão
lente lente
lenteja lentilha
lengüeta lingüeta
lejía lixívia
lengua língua
lenguado linguado
lema lema
lejano longínquo
lejos longe
lei leyenda
leiloar subcutáneo
legítimo legítimo
legislar legislar
legión legião
legua légua
legumbre legume
lego leigo
legitimar legitimar
legitimidad legitimidade
legislativo legislativo
legendario legendário
legionario legionário
legislación legislação
legible legível
legalizar legalizar
legar legar
legenda liar
legalización legalização
laúd alaúde
lechuza coruja
lectura leitura
legado legado
legal legal
leer ler
lectivo letivo
lector leitor
lechón leitão
lechero leiteiro
lechoso leitoso
lechuga alface
lecho leito
lección lição
leche leite
lealtad lealdade
lebre liendre
latín latim
lavabo lavabo
lavrador laca
lazar laçar
lazo laço
laxante laxante
lavar lavar
lavativa clister
lavandería lavanderia
laurel louro
lavable lavável
lava lava
laurear laurear
laudable laudável
latido ladrillo
latinoamericano latinoamericano
latrina leucemia
latrocinio latrocínio
latitud latitude
latifundiário terraza
latino latino
latifundio latifúndio
lata lata
latente latente
lateral lateral
lastimoso lastimoso
lastimar lastimar
lacônico laconismo
lanzar lançar
largura comprimento
larva larva
lascivo lascivo
lascivia lascívia
laringitis laringite
laringe laringe
lar lareira
largueza largura
largo longo
lapicero lapiseira
lapso lapso
lapela solariego
lamento lamento
lanela franja
languidez languidez
lanzamiento lançamento
lanza lança
langostino lagostim
langosta gafanhoto
lanar lanar
lance lance
lancero lanceiro
lamer lamber
lana lã
lamentável lamentação
lago lágrima
lamentación lamentação
lamentar lamentar
laico lama
lama lamentable
laguna laico
lagartixa lagarto
lagarto lago
ladrar ladrido
ladrão lagartija
lado ladrar
juíza jugada
lacerar lacónico
lacrimoso lactancia
lactância lactante
lacustre lado
lactante lácteo
lacre lacrimógeno
lacrimogêneo lacrimoso
laconismo lacre
labirinto labio
laborável laboral
laca lacayo
laboratório laborioso
laborioso labrador
júbilo judaísmo
káiser kaki
labareda llamargo
kiwi kril
jóia joyería
juízo juicioso
jurisdição jurisdiccional
justificar justificativo
justo juvenil
juvenil juventud
juventude juzgado
justificação justificar
justiça justiciero
justificativo justo
justa justar
justiceiro justificación
justar justicia
jurista justa
jurídico jurisdicción
jurisprudência jurista
jurado juramento
jurar jurídico
jurisdicional jurisprudencia
juramento jurar
juntura Júpiter
junto administración
irradiar irreal
javali jabón
jovem jovialidad
judaísmo judía
julho junco
junho junta
junta juntar
junco jungla
judicioso julio
juiz jueza
judeu juego
jubileu júbilo
jucundo joder
jovialidade joya
jocosidade jocoso
jogador jugar
jogo juerguista
jornada joroba
jogral jugo
jogar juglar
joelho rodio
jogada jugador
jocoso jocundo
joalheria joyero
joanete jubilación
joaninha mariscada
jibóia bobada
joalheiro juanete
jesuíta jinete
istmo itálico
itálico itinerario
jamais jamón
jardineira jardinería
jasmim jefatura
jaula jauría
jarro jaula
jardim jardinera
jardinagem jarro
japonês jaqueca
iângulo tribal
jade jaguar
jaguar jalea
iênio triforme
ivalente trivial
ivial trivialidad
ivialidade trivio
ivelar níveo
iunfar triunfo
iunfo trivalente
iunfal triunfar
itrogênio nivel
ituar so
iturar triunfal
ituração triturar
ituação situar
ituado situación
itidez nítido
itinerário izquierdo
itongo tripudo
iséria misericordia
itiar sitio
isudo setecientos
isento exhaustivo
ismo selección
issa miserable
istema sistemático
istemático sistematizar
isteza trituración
